#,Transaction Date,Senator,Owner,Ticker,Asset Name,Asset Type,Type,Amount,Comment,URL
96,02/10/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ECOM,ChannelAdvisor Corporation,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
90,02/03/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,BRK-B,Berkshire Hathaway Inc.,Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
88,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,WST,"West Pharmaceutical Services, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
87,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,WAL,Western Alliance Bancorporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
86,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,WAT,Waters Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
85,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,VMW,"VMware, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
84,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,MMM,3M Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
83,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,TER,"Teradyne, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
82,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,SNA,Snap-on Incorporated,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
81,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,SIVB,SVB Financial Group,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
80,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,SWKS,"Skyworks Solutions, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
79,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,SEIC,SEI Investments Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
78,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ROK,"Rockwell Automation, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
77,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,REGN,"Regeneron Pharmaceuticals, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
76,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,DGX,Quest Diagnostics Incorporated,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
75,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,QCOM,QUALCOMM Incorporated,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
74,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,PYPL,"PayPal Holdings, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
73,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ODFL,"Old Dominion Freight Line, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
72,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,NDSN,Nordson Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
71,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,NTES,"NetEase, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
70,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,MRK,"Merck & Co., Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
69,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,JNJ,Johnson & Johnson,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
68,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,INTU,Intuit Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
67,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,IDXX,"IDEXX Laboratories, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
66,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,IEX,IDEX Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
65,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,IEX,IDEX Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
64,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,HON,Honeywell International Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
63,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,HSY,The Hershey Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
62,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,GGG,Graco Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
61,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,GNTX,Gentex Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
60,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,FTNT,"Fortinet, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
59,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,EA,Electronic Arts Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
58,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,EBAY,eBay Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
57,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,EW,Edwards Lifesciences Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
56,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,DECK,Deckers Outdoor Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
55,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CNR,"Cornerstone Building Brands, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
54,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CL,Colgate-Palmolive Company,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
53,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CLX,The Clorox Company,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
52,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CHE,Chemed Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
51,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CE,Celanese Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
50,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,BIO,"Bio-Rad Laboratories, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
49,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,BHP,BHP Group,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
48,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ATHM,Autohome Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
47,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AME,"AMETEK, Inc.",Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
46,03/29/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,GOOGL,Alphabet Inc.,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
43,03/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AA,Alcoa Corporation,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
42,03/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AA,Alcoa Corporation,Stock,Purchase,"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
39,03/12/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CLF,Cleveland-Cliffs Inc.,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
26,04/19/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,CLF,Cleveland-Cliffs Inc.,Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
25,04/19/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,AA,Alcoa Corporation,Stock,Sale (Full),"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
23,04/16/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ECOM,ChannelAdvisor Corporation,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
21,04/14/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,FCX,Freeport-McMoRan Inc.,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
14,04/07/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,OXY,Occidental Petroleum Corporation,Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
9,05/24/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,FCX,Freeport-McMoRan Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
8,05/18/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,FDSWX,AIG Focused Dividend Strategy Fund Class W,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
7,05/10/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,FCX,Freeport-McMoRan Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
1,05/06/2021,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,X,United States Steel Corporation,Stock,Purchase,"$100,001 - $250,000","The filer’s financial advisors actively manage his accounts without the filer’s day to day involvement. The filer was unaware that the specific transactions in this report occurred. Upon becoming aware of the transactions, the filer expeditiously prepared and submitted this report to the Committee.",https://efdsearch.senate.gov/search/view/ptr/3bdd9340-7c8c-4ed0-898d-dad3835940d2/
10,09/19/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,X,United States Steel Corporation Common Stock,Stock,Purchase,"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/94a6e892-6680-4235-a4b8-655e96e2fe71/
9,09/19/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,MSFT,Microsoft Corporation - Common Stock,Stock,Purchase,"$250,001 - $500,000",--,https://efdsearch.senate.gov/search/view/ptr/94a6e892-6680-4235-a4b8-655e96e2fe71/
8,09/19/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ARKK,Ark Innovation ETF,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/94a6e892-6680-4235-a4b8-655e96e2fe71/
4,09/07/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ECOM,ChannelAdvisor Corporation Common Stock,Stock,Sale (Full),"$500,001 - $1,000,000",--,https://efdsearch.senate.gov/search/view/ptr/94a6e892-6680-4235-a4b8-655e96e2fe71/
3,09/07/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ARKK,Ark Innovation ETF,Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/94a6e892-6680-4235-a4b8-655e96e2fe71/
2,09/06/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,NU,Nu Holdings Ltd. Class A Ordinary Shares,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/94a6e892-6680-4235-a4b8-655e96e2fe71/
37,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,IVV,iShares Core S&P 500 ETF,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
36,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,EFAV,iShares MSCI EAFE Min Vol Factor ETF,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
35,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,XLY,SPDR Select Sector Fund - Consumer Discretionary,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
34,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,VTRS,Viatris Inc. - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
33,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,ABNFX,The Bond Fd of America Class F-2 Shares,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
32,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,RSP,Invesco S&P 500 Equal Weight ETF,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
31,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,IDV,iShares International Select Dividend ETF,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
30,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,DHS,Wisdomtree U.S. High Dividend Fund,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
29,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Self,PCNNX,Pimco Investment Grade Credit Bond Fund Class I-,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
28,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,JHCBX,John Hancock Bond Fund Cl C,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
27,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ORCL,Oracle Corporation Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
26,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,XLC,The Communication Services Select Sector SPDR Fund,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
25,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,TSCO,Tractor Supply Company - Common Stock,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
24,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,MUB,iShares National Muni Bond ETF,Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
23,08/01/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,OC,Owens Corning Inc Common Stock New,Stock,Purchase,"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
22,08/26/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,SSYS,"Stratasys, Ltd. - Common Stock",Stock,Sale (Full),"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
21,08/25/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,ARKK,Ark Innovation ETF,Stock,Purchase,"$50,001 - $100,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
18,08/11/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,--,"PayPal Holdings, Inc. - Common Stock",Stock,Sale (Partial),"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
17,08/05/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,INTC,Intel Corporation - Common Stock,Stock,Purchase,"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
16,08/05/2022,"Mr. Thomas H Tuberville (Tuberville, Tommy)",Joint,INTC,Intel Corporation - Common Stock,Stock,Purchase,"$100,001 - $250,000",--,https://efdsearch.senate.gov/search/view/ptr/7718a62c-639e-4cf9-bcb8-00eb421ac444/
1,12/18/2018,The Honorable Thomas Udall (Former Senator),Joint,GE,General Electric Company,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/c4d18b4c-1474-49db-a057-e1fcb6d96251/
1,12/18/2018,The Honorable Thomas Udall (Former Senator),Joint,GE,General Electric Company,Stock,Sale (Partial),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/3d4fc7ff-d1fc-4b0a-a4a0-493a65ab9d07/
1,04/10/2018,The Honorable Thomas Udall (Former Senator),Self,CBS,CBS Corporation,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/debe3c76-c386-42a7-85f9-8e15e85d490b/
7,02/17/2017,"The Honorable Chris Van Hollen (Van Hollen, Chris)",Self,YUMC,"Yum China Holdings, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/
6,02/17/2017,"The Honorable Chris Van Hollen (Van Hollen, Chris)",Self,YUM,"Yum! Brands, Inc.",Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/
5,02/17/2017,"The Honorable Chris Van Hollen (Van Hollen, Chris)",Self,VZ,Verizon Communications Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/
4,02/17/2017,"The Honorable Chris Van Hollen (Van Hollen, Chris)",Self,PEP,"Pepsico, Inc.",Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/
3,02/17/2017,"The Honorable Chris Van Hollen (Van Hollen, Chris)",Self,JNJ,JNJ-Johnson & Johnson,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/
2,02/17/2017,"The Honorable Chris Van Hollen (Van Hollen, Chris)",Self,GE,General Electric Company,Stock,Sale (Full),"$15,001 - $50,000",--,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/
1,02/17/2017,"The Honorable Chris Van Hollen (Van Hollen, Chris)",Self,T,AT&T Inc.,Stock,Sale (Full),"$1,001 - $15,000",--,https://efdsearch.senate.gov/search/view/ptr/d729aa53-3864-4ec2-8087-62ba351859c7/
3,02/20/2019,"The Honorable Mark R Warner (Warner, Mark)",Self,ZAYO,"Zayo Group Holdings, Inc.",Stock,Sale (Full),"$250,001 - $500,000",--,https://efdsearch.senate.gov/search/view/ptr/c008dcd7-7a5e-46ee-9806-cf60a08a23dc/
2,02/19/2019,"The Honorable Mark R Warner (Warner, Mark)",Self,ZAYO,"Zayo Group Holdings, Inc.",Stock,Sale (Partial),"$500,001 - $1,000,000",--,https://efdsearch.senate.gov/search/view/ptr/c008dcd7-7a5e-46ee-9806-cf60a08a23dc/
1,02/19/2019,"The Honorable Mark R Warner (Warner, Mark)",Self,CHTR,"Charter Communications, Inc.",Stock,Sale (Full),"$1,000,001 - $5,000,000",--,https://efdsearch.senate.gov/search/view/ptr/c008dcd7-7a5e-46ee-9806-cf60a08a23dc/
1,11/06/2017,"The Honorable Mark R Warner (Warner, Mark)",Self,HALO,"Halozyme Therapeutics, Inc.",Stock,Sale (Full),"$500,001 - $1,000,000","Underlying asset of MRW Biotech Investors, LLC. Previously held in New River Management V.",https://efdsearch.senate.gov/search/view/ptr/d94f6136-fd12-4105-910f-6f52c771faee/
1,01/31/2022,"The Honorable Mark R Warner (Warner, Mark)",Self,ROAD,"Construction Partners, Inc. - Common Stock",Stock,Sale (Full),"$100,001 - $250,000","Shares received from SunTx Fulcrum Fund, L.P. - Construction Partners, Inc. (dba SunTx CPI Growth Company, Inc.)",https://efdsearch.senate.gov/search/view/ptr/eabaeaaf-6bf6-45bd-9be6-4929fba3647c/
